33|FL-2301||||Front Derailleur Linkage||false|Silver|800|600|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
34|GP-0982||||Guide Pulley||false|NA|800|600|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
35|GT-0820||||LL Grip Tape||false|NA|800|600|||NA||0|||L||||2003-07-01T00:00:00.000Z||Current
36|GT-1209||||ML Grip Tape||false|NA|800|600|||NA||0|||M||||2003-07-01T00:00:00.000Z||Current
37|GT-2908||||HL Grip Tape||false|NA|800|600|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
38|HJ-1213||||Thin-Jam Hex Nut 9||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
39|HJ-1220||||Thin-Jam Hex Nut 10||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
40|HJ-1420||||Thin-Jam Hex Nut 1||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
41|HJ-1428||||Thin-Jam Hex Nut 2||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
42|HJ-3410||||Thin-Jam Hex Nut 15||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
43|HJ-3416||||Thin-Jam Hex Nut 16||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
44|HJ-3816||||Thin-Jam Hex Nut 5||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
45|HJ-3824||||Thin-Jam Hex Nut 6||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
46|HJ-5161||||Thin-Jam Hex Nut 3||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
47|HJ-5162||||Thin-Jam Hex Nut 4||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
48|HJ-5811||||Thin-Jam Hex Nut 13||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
49|HJ-5818||||Thin-Jam Hex Nut 14||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
50|HJ-7161||||Thin-Jam Hex Nut 7||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
51|HJ-7162||||Thin-Jam Hex Nut 8||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
52|HJ-9080||||Thin-Jam Hex Nut 12||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
53|HJ-9161||||Thin-Jam Hex Nut 11||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
54|HN-1024||||Hex Nut 5||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
55|HN-1032||||Hex Nut 6||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
56|HN-1213||||Hex Nut 16||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
57|HN-1220||||Hex Nut 17||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
58|HN-1224||||Hex Nut 7||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
59|HN-1420||||Hex Nut 8||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
60|HN-1428||||Hex Nut 9||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
61|HN-3410||||Hex Nut 22||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
62|HN-3416||||Hex Nut 23||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
63|HN-3816||||Hex Nut 12||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
64|HN-3824||||Hex Nut 13||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
65|HN-4402||||Hex Nut 1||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
66|HN-5161||||Hex Nut 10||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
67|HN-5162||||Hex Nut 11||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
68|HN-5400||||Hex Nut 2||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
69|HN-5811||||Hex Nut 20||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
70|HN-5818||||Hex Nut 21||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
71|HN-6320||||Hex Nut 3||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
72|HN-7161||||Hex Nut 14||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
73|HN-7162||||Hex Nut 15||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
74|HN-8320||||Hex Nut 4||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
75|HN-9161||||Hex Nut 18||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
76|HN-9168||||Hex Nut 19||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
77|HT-2981||||Handlebar Tube||false|NA|800|600|||NA||1|||||||2003-07-01T00:00:00.000Z||Current
78|HT-8019||||Head Tube||false|NA|800|600|||NA||1|||||||2003-07-01T00:00:00.000Z||Current
79|HU-6280||||LL Hub||false|NA|500|375|||NA||1|||L||||2003-07-01T00:00:00.000Z||Current
80|HU-8998||||HL Hub||false|NA|500|375|||NA||1|||||||2003-07-01T00:00:00.000Z||Current
81|KW-4091||||Keyed Washer||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
82|LE-1000||||External Lock Washer 3||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
83|LE-1200||||External Lock Washer 4||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
84|LE-1201||||External Lock Washer 9||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
85|LE-1400||||External Lock Washer 5||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
86|LE-3800||||External Lock Washer 7||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
87|LE-5160||||External Lock Washer 6||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
88|LE-6000||||External Lock Washer 1||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
89|LE-7160||||External Lock Washer 8||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
90|LE-8000||||External Lock Washer 2||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
91|LI-1000||||Internal Lock Washer 3||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
92|LI-1200||||Internal Lock Washer 4||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
93|LI-1201||||Internal Lock Washer 9||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
94|LI-1400||||Internal Lock Washer 5||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
95|LI-3800||||Internal Lock Washer 7||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
96|LI-5160||||Internal Lock Washer 6||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
97|LI-5800||||Internal Lock Washer 10||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
98|LI-6000||||Internal Lock Washer 1||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
99|LI-7160||||Internal Lock Washer 8||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
100|LI-8000||||Internal Lock Washer 2||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
101|LJ-1213||||Thin-Jam Lock Nut 9||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
102|LJ-1220||||Thin-Jam Lock Nut 10||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
103|LJ-1420||||Thin-Jam Lock Nut 1||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
104|LJ-1428||||Thin-Jam Lock Nut 2||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
105|LJ-3410||||Thin-Jam Lock Nut 15||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
106|LJ-3416||||Thin-Jam Lock Nut 16||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
107|LJ-3816||||Thin-Jam Lock Nut 5||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
108|LJ-3824||||Thin-Jam Lock Nut 6||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
109|LJ-5161||||Thin-Jam Lock Nut 3||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
110|LJ-5162||||Thin-Jam Lock Nut 4||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
111|LJ-5811||||Thin-Jam Lock Nut 13||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
112|LJ-5818||||Thin-Jam Lock Nut 14||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
113|LJ-7161||||Thin-Jam Lock Nut 7||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
114|LJ-7162||||Thin-Jam Lock Nut 8||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
115|LJ-9080||||Thin-Jam Lock Nut 12||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
116|LJ-9161||||Thin-Jam Lock Nut 11||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
117|LN-1024||||Lock Nut 5||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
118|LN-1032||||Lock Nut 6||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
119|LN-1213||||Lock Nut 16||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
120|LN-1220||||Lock Nut 17||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
121|LN-1224||||Lock Nut 7||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
122|LN-1420||||Lock Nut 8||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
123|LN-1428||||Lock Nut 9||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
124|LN-3410||||Lock Nut 22||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
125|LN-3416||||Lock Nut 23||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
126|LN-3816||||Lock Nut 12||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
127|LN-3824||||Lock Nut 13||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
128|LN-4400||||Lock Nut 1||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
129|LN-5161||||Lock Nut 10||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
130|LN-5162||||Lock Nut 11||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
131|LN-5400||||Lock Nut 2||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
132|LN-5811||||Lock Nut 20||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
133|LN-5818||||Lock Nut 21||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
134|LN-6320||||Lock Nut 3||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
135|LN-7161||||Lock Nut 14||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
136|LN-7162||||Lock Nut 15||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
137|LN-8320||||Lock Nut 4||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
138|LN-9080||||Lock Nut 19||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
139|LN-9161||||Lock Nut 18||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
140|LR-2398||||Lock Ring||false|Silver|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
141|LR-8520||||Lower Head Race||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
142|LW-1000||||Lock Washer 4||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
143|LW-1200||||Lock Washer 5||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
144|LW-1201||||Lock Washer 10||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
145|LW-1400||||Lock Washer 6||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
146|LW-3400||||Lock Washer 13||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
147|LW-3800||||Lock Washer 8||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
148|LW-4000||||Lock Washer 1||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
149|LW-5160||||Lock Washer 7||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
150|LW-5800||||Lock Washer 12||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
151|LW-6000||||Lock Washer 2||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
152|LW-7160||||Lock Washer 9||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
153|LW-8000||||Lock Washer 3||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
154|LW-9160||||Lock Washer 11||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
155|MA-7075||||Metal Angle||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
156|MB-2024||||Metal Bar 1||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
157|MB-6061||||Metal Bar 2||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
158|MP-2066||||Metal Plate 2||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
159|MP-2503||||Metal Plate 1||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
160|MP-4960||||Metal Plate 3||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
161|MS-0253||||Metal Sheet 2||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
162|MS-1256||||Metal Sheet 3||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
163|MS-1981||||Metal Sheet 7||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
164|MS-2259||||Metal Sheet 4||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
165|MS-2341||||Metal Sheet 5||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
166|MS-2348||||Metal Sheet 6||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
167|MS-6061||||Metal Sheet 1||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
168|MT-1000||||Metal Tread Plate||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
169|NI-4127||||LL Nipple||false|NA|1000|750|||NA||0|||L||||2003-07-01T00:00:00.000Z||Current
170|NI-9522||||HL Nipple||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
171|PA-187B||||Paint - Black||false|NA|60|45|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
172|PA-361R||||Paint - Red||false|NA|60|45|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
173|PA-529S||||Paint - Silver||false|NA|60|45|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
174|PA-632U||||Paint - Blue||false|NA|60|45|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
175|PA-823Y||||Paint - Yellow||false|NA|60|45|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
176|PB-6109||||Pinch Bolt||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
177|RA-2345||||Cup-Shaped Race||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
178|RA-7490||||Cone-Shaped Race||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
179|RF-9198||||Reflector||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
180|RM-M464||G||LL Mountain Rim||false|NA|800|600|||NA|435.0|0|||L||||2003-07-01T00:00:00.000Z||Current
181|RM-M692||G||ML Mountain Rim||false|NA|800|600|||NA|450.0|0|||M||||2003-07-01T00:00:00.000Z||Current
182|RM-M823||G||HL Mountain Rim||false|NA|800|600|||NA|400.0|0|||||||2003-07-01T00:00:00.000Z||Current
183|RM-R436||G||LL Road Rim||false|NA|800|600|||NA|445.0|0|||L||||2003-07-01T00:00:00.000Z||Current
184|RM-R600||G||ML Road Rim||false|NA|800|600|||NA|450.0|0|||M||||2003-07-01T00:00:00.000Z||Current
185|RM-R800||G||HL Road Rim||false|NA|800|600|||NA|400.0|0|||||||2003-07-01T00:00:00.000Z||Current
186|RM-T801||G||Touring Rim||false|NA|800|600|||NA|460.0|0|||||||2003-07-01T00:00:00.000Z||Current
187|SA-M198||||LL Mountain Seat Assembly||false|NA|500|375|||NA||1|||L||||2003-07-01T00:00:00.000Z||Current
188|SA-M237||||ML Mountain Seat Assembly||false|NA|500|375|||NA||1|||M||||2003-07-01T00:00:00.000Z||Current
189|SA-M687||||HL Mountain Seat Assembly||false|NA|500|375|||NA||1|||||||2003-07-01T00:00:00.000Z||Current
190|SA-R127||||LL Road Seat Assembly||false|NA|500|375|||NA||1|||L||||2003-07-01T00:00:00.000Z||Current
191|SA-R430||||ML Road Seat Assembly||false|NA|500|375|||NA||1|||M||||2003-07-01T00:00:00.000Z||Current
192|SA-R522||||HL Road Seat Assembly||false|NA|500|375|||NA||1|||||||2003-07-01T00:00:00.000Z||Current
193|SA-T467||||LL Touring Seat Assembly||false|NA|500|375|||NA||1|||L||||2003-07-01T00:00:00.000Z||Current
194|SA-T612||||ML Touring Seat Assembly||false|NA|500|375|||NA||1|||M||||2003-07-01T00:00:00.000Z||Current
195|SA-T872||||HL Touring Seat Assembly||false|NA|500|375|||NA||1|||||||2003-07-01T00:00:00.000Z||Current
196|SD-2342||||LL Spindle/Axle||false|NA|500|375|||NA||0|||L||||2003-07-01T00:00:00.000Z||Current
197|SD-9872||||HL Spindle/Axle||false|NA|500|375|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
198|SH-4562||||LL Shell||false|NA|800|600|||NA||0|||L||||2003-07-01T00:00:00.000Z||Current
199|SH-9312||||HL Shell||false|NA|800|600|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
200|SK-9283||||Spokes||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
201|SL-0931||||Seat Lug||false|NA|1000|750|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
202|SM-9087||||Stem||false|NA|500|375|||NA||1|||||||2003-07-01T00:00:00.000Z||Current
203|SP-2981||||Seat Post||false|NA|500|375|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
204|SR-2098||||Steerer||false|NA|500|375|||NA||1|||||||2003-07-01T00:00:00.000Z||Current
205|SS-2985||||Seat Stays||false|NA|800|600|||NA||1|||||||2003-07-01T00:00:00.000Z||Current
206|ST-9828||||Seat Tube||false|NA|500|375|||NA||1|||||||2003-07-01T00:00:00.000Z||Current
207|TO-2301||||Top Tube||false|NA|500|375|||NA||1|||||||2003-07-01T00:00:00.000Z||Current
208|TP-0923||||Tension Pulley||false|NA|800|600|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
209|RC-0291||||Rear Derailleur Cage||false|Silver|500|375|||NA||0|||||||2003-07-01T00:00:00.000Z||Current
210|FR-R92B-58|14|LB|CM|HL Road Frame - Black, 58||true|Black|500|375||58|54-58 CM|2.24|1|R||H|U|HL Road Frame|Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.|2003-07-01T00:00:00.000Z||Current
211|FR-R92R-58|14|LB|CM|HL Road Frame - Red, 58||true|Red|500|375||58|54-58 CM|2.24|1|R||H|U|HL Road Frame|Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.|2003-07-01T00:00:00.000Z||Current
212|HL-U509-R|31|||Sport-100 Helmet, Red|12.0278|true|Red|4|3|33.6442||NA||0|S|20.1865|||Sport-100|Universal fit, well-vented, lightweight , snap-on visor.|2011-07-01T00:00:00.000Z|2007-12-28T00:00:00.000Z|
213|HL-U509-R|31|||Sport-100 Helmet, Red|13.8782|true|Red|4|3|33.6442||NA||0|S|20.1865|||Sport-100|Universal fit, well-vented, lightweight , snap-on visor.|2012-07-01T00:00:00.000Z|2008-12-27T00:00:00.000Z|
214|HL-U509-R|31|||Sport-100 Helmet, Red|13.0863|true|Red|4|3|34.9900||NA||0|S|20.9940|||Sport-100|Universal fit, well-vented, lightweight , snap-on visor.|2013-07-01T00:00:00.000Z||Current
215|HL-U509|31|||Sport-100 Helmet, Black|12.0278|true|Black|4|3|33.6442||NA||0|S|20.1865|||Sport-100|Universal fit, well-vented, lightweight , snap-on visor.|2011-07-01T00:00:00.000Z|2007-12-28T00:00:00.000Z|
216|HL-U509|31|||Sport-100 Helmet, Black|13.8782|true|Black|4|3|33.6442||NA||0|S|20.1865|||Sport-100|Universal fit, well-vented, lightweight , snap-on visor.|2012-07-01T00:00:00.000Z|2008-12-27T00:00:00.000Z|
217|HL-U509|31|||Sport-100 Helmet, Black|13.0863|true|Black|4|3|34.9900||NA||0|S|20.9940|||Sport-100|Universal fit, well-vented, lightweight , snap-on visor.|2013-07-01T00:00:00.000Z||Current
218|SO-B909-M|23|||Mountain Bike Socks, M|3.3963|true|White|4|3|9.5000|M|M||0|M|5.7000||U|Mountain Bike Socks|Combination of natural and synthetic fibers stays dry and provides just the right cushioning.|2011-07-01T00:00:00.000Z|2007-12-28T00:00:00.000Z|
219|SO-B909-L|23|||Mountain Bike Socks, L|3.3963|true|White|4|3|9.5000|L|L||0|M|5.7000||U|Mountain Bike Socks|Combination of natural and synthetic fibers stays dry and provides just the right cushioning.|2011-07-01T00:00:00.000Z|2007-12-28T00:00:00.000Z|
220|HL-U509-B|31|||Sport-100 Helmet, Blue|12.0278|true|Blue|4|3|33.6442||NA||0|S|20.1865|||Sport-100|Universal fit, well-vented, lightweight , snap-on visor.|2011-07-01T00:00:00.000Z|2007-12-28T00:00:00.000Z|
221|HL-U509-B|31|||Sport-100 Helmet, Blue|13.8782|true|Blue|4|3|33.6442||NA||0|S|20.1865|||Sport-100|Universal fit, well-vented, lightweight , snap-on visor.|2012-07-01T00:00:00.000Z|2008-12-27T00:00:00.000Z|
222|HL-U509-B|31|||Sport-100 Helmet, Blue|13.0863|true|Blue|4|3|34.9900||NA||0|S|20.9940|||Sport-100|Universal fit, well-vented, lightweight , snap-on visor.|2013-07-01T00:00:00.000Z||Current
223|CA-1098|19|||AWC Logo Cap|5.7052|true|Multi|4|3|8.6442||NA||0|S|5.1865||U|Cycling Cap|Traditional style with a flip-up brim; one-size fits all.|2011-07-01T00:00:00.000Z|2007-12-28T00:00:00.000Z|
